gene,degree,diversity
BIRC8,5,4.35014652014652
HTRA2,22,20.428475145968267
BIRC6,12,11.479117403742864
DIABLO,31,25.578945366552173
LZTS3,4,3.814814814814815
THNSL2,5,3.8553884711779447
AAED1,4,3.196514012303486
LONP2,68,33.17527013149929
SMYD1,10,8.475605680868838
PTPRA,23,21.702004070710203
SHQ1,13,12.148542523087107
ZNF366,7,5.0609440267335
SLC35D2,11,6.784146389342642
ZNF367,10,5.253698640540746
GNL1,58,45.09939906490866
RSRC1,137,72.97386325416308
ENSP00000463379,136,70.3774826312421
VARS,49,26.930626833503744
ST6GALNAC2,21,17.251214138515508
PAPSS2,11,9.76473103407127
DOCK4,131,77.31659521180417
C18orf32,134,70.49416941838344
ZPR1,31,27.650142213574167
CARS,80,51.541570669358414
EEF1D,73,55.84592031099559
SRMS,1,1.0
PTK6,52,45.24362809817724
C20orf27,1,1.0
DMWD,6,4.789196310935441
CHD9,58,36.573473786472626
HELZ2,111,51.01289534403998
THEM4,7,6.746750069099312
NCOA1,171,88.72282501091443
MED1,189,100.40363790290738
NCOA6,131,76.73003004809472
HES6,7,6.688902912943833
GGA3,38,33.8454072235842
SNCA,53,49.09926100427428
NAP1L4,21,19.943464014530672
STARD10,5,4.895505226480836
C1QBP,37,33.229078751988155
NFATC1,81,66.30485504593116
BRMS1,43,33.39355123178282
PDCL,42,34.662752394900714
PACS1,8,8.0
ENSP00000478610,6,5.471829268292683
AUTS2,14,11.272574108993625
MACROD2,3,2.5
ADPRHL2,5,3.3531746031746033
OARD1,5,3.3531746031746033
SLC52A3,1,1.0
DLEC1,4,2.392277992277992
RSPO4,12,6.8950179157059175
RSPO2,15,9.599713682901683
LGR6,16,10.12585529746536
RSPO3,17,11.32228559658648
LGR4,16,10.12585529746536
LGR5,24,17.325443967642837
ZNRF3,21,13.706206902119693
RSPO1,20,13.719576156046902
RNF43,22,14.878938491942764
FGF8,42,36.39909356254648
CHD7,9,8.661198858282782
FERMT1,7,6.383455674760023
FBLIM1,8,7.315424789003899
SKIV2L,47,40.181718646677275
TTC37,21,18.494154344220107
FERMT3,89,47.49358108304408
CDK5R1,44,35.73745014630261
TRIT1,17,13.597377376884658
CDK5,102,84.44616991189845
SGCG,15,7.900690826587422
SGCD,17,6.134395801607511
SNTB1,17,5.95509229859711
SNTB2,18,7.587340197756774
DTNB,11,9.624625729479858
CAV3,64,43.60829710584124
SSPN,16,5.644333819367805
SGCE,21,10.889212745329658
SCN4B,35,19.09774302063231
DTNA,16,13.128912577503488
MAGEE1,2,2.0
SGCZ,16,7.722444988022111
DAG1,73,43.22720403912605
SGCA,17,6.134395801607511
SGCB,18,7.075572272195746
SNTG1,19,7.17279522227086
SNTG2,21,8.667712479954075
LNPEP,34,30.21046150252654
PGF,36,31.56509972449576
OTP,4,4.0
CC2D1A,8,7.0418085792111125
VPS37D,36,15.268629356321242
MVB12A,39,18.103719480516954
CAPN7,8,6.441892377186495
TSG101,69,43.39705498258821
CHMP1A,28,15.043735289397087
VPS25,41,19.527540808963327
VPS37C,34,13.635296022987907
VTA1,45,23.44081059749216
VPS4B,47,24.38715517133416
VPS37B,41,19.830856315805605
CHMP3,34,14.30006460456844
MVB12B,35,14.605884258282025
BROX,6,5.868525565051047
VPS36,44,23.248458429339546
PTPN23,20,17.597667951415893
VPS28,45,20.646065920874502
CHMP1B,37,16.17985728686602
SNF8,35,18.537678809792443
ENSP00000461295,7,6.0837782086394725
ENSP00000474823,33,13.330367634871473
VPS4A,37,15.743922240523842
PDCD6IP,29,18.558158131887673
CHMP5,42,18.525685608199204
LBP,11,10.55293887265913
CRP,79,66.88536109169928
SLC12A5,14,12.082288061423398
SYN1,43,26.954057016594245
SLC18A1,10,8.54307962808809
SLC6A5,12,9.313740564378959
BSN,17,12.515514802794808
SLC17A8,9,6.71508817509664
SLC6A11,4,3.238095238095238
NLGN2,36,18.648698363385268
GPHN,44,26.2800791771634
GABRB2,23,10.872883260494996
RIMS1,37,21.715328963956484
SLC18A2,40,24.70257294660069
CSAD,15,12.884842319990977
SLC6A13,6,4.743292872704638
CST4,11,9.510034799885206
KCNG4,6,6.0
CST9,3,3.0
STATH,6,4.71799795186892
CST1,3,2.7534161490683227
AHCY,24,15.584051564354452
ADK,72,52.10117465187334
MAT2A,18,12.863884829013424
C1orf50,1,1.0
BHMT2,17,10.999765369466342
MAT1A,24,16.70123159315484
GNMT,22,15.25279105145728
AHCYL1,34,27.30077043959747
ADA,60,47.525173612007016
SPINT3,1,1.0
WFDC9,4,1.7142857142857144
PIGU,10,6.81956728717292
ZNF341,2,2.0
PIGS,11,6.664011731617366
ACOX3,69,27.304162400228307
PEX13,72,22.66237145267078
ECH1,54,20.40390442022355
HAO2,56,21.63839263154724
NUDT7,53,20.518932318896038
PAOX,61,26.63039865811592
HACL1,53,20.099297885632655
ACOX2,60,23.485471432974926
EPHX2,58,25.223977538112674
DHRS4,68,31.670751067572336
PEX12,70,21.820163942694546
PEX10,71,22.642329435652304
ACOX1,97,45.165933024014855
MPV17,63,27.63602266627067
HAO1,64,29.305455410794053
CROT,54,21.7075512835005
TYSND1,55,19.526571269094607
DECR2,55,20.735119805201716
CRAT,59,24.588252797391313
NUDT19,53,20.96459996456368
GSTK1,52,20.04622247991804
BAAT,63,29.051230376950326
PEX14,68,21.981704206468457
PIPOX,66,28.69304905557475
AMACR,58,23.419000065762045
GNPAT,84,36.69325388027427
DAO,67,29.065079414185604
SLC27A5,6,5.801837010152992
PEX2,75,27.476452882188855
ECI2,20,16.099795315103496
TXNL1,21,18.94062021974223
CD164,4,3.992594072594073
NME9,2,1.9363013698630136
TXNDC17,11,10.380236990417803
MYLK4,15,13.244107444671695
MYH15,17,14.676544714205585
MYLK3,21,19.026969148591238
MYLK2,20,18.051858167813975
PPP1R12C,17,13.8243539056338
RNF125,16,14.881903268911154
UBXN1,42,33.13133381427313
FAF1,30,24.785939626048833
SIKE1,31,21.219797308261853
CD99L2,2,2.0
CDV3,11,10.61247726652743
AGPS,25,18.400511906210827
GPT2,20,15.593205506876936
SPR,29,23.525622573948464
SLC25A43,2,1.9027149321266967
6-Sep,18,7.627775339906368
MORF4L2,35,25.273859610786676
MAGEA4,6,5.3048076923076914
VCX,1,1.0
ENDOU,2,1.0
ALDH8A1,6,5.934920634920635
NT5C2,50,27.235602686605223
SPATA2,7,5.253333376478253
CCDC85B,3,3.0
SULT2A1,27,23.886011570890137
ACSL1,39,27.82093133575383
PRKX,10,9.730501616015834
KMT2E,60,43.38050765049773
CPT2,30,23.638827371938966
CPT1A,51,36.22543773956049
G0S2,17,15.1739231760413
BARX2,2,1.9826073805202662
ME1,56,41.82497098229788
PLIN2,21,17.93604123051307
ALAS1,37,26.34729528254266
TLE1,67,52.540052929906324
ACADM,66,41.62895040829687
FADS1,20,17.545017744766813
UGT1A9,51,34.13698808207417
GRHL1,18,15.994582014919317
ANGPTL4,61,31.66950169276516
SLC27A1,21,17.826448878194576
ANKRD1,21,18.76687638721369
TIAM2,34,30.30962026533353
PEX11A,35,24.026268672365873
STAMBPL1,15,14.342409689470395
SPCS2,114,68.20319095603807
GCN1L1,25,23.246970941487
SCAP,14,12.530360214531388
SERBP1,92,65.65728630686935
RHOXF1,2,2.0
TNP1,42,28.89745518221139
NXT2,14,10.948946817849722
AMMECR1,5,4.585418695228822
NXF2B,15,11.692707253202052
NXF3,22,16.92799851267416
NUTF2,40,30.500096097678707
NXF2,23,17.889328206877863
DDX19B,17,13.732548222189273
NUP98,55,40.54082170970258
NXF5,19,16.692090070476
GUCY2F,25,21.344877854429864
NUDT2,40,33.34096453625881
CNGB3,15,12.432079709598513
GUCY2D,39,29.286743627314085
PDE6A,59,46.76776484044859
GUCA1A,20,14.942263488764496
CNGB1,37,25.32176664710217
PDE11A,32,30.34493909596299
PDE6B,60,47.871975624028536
PDE5A,32,28.24090508947178
PDE1B,34,29.93050000048516
PDE1A,34,29.946834659295526
PDE6C,31,27.525960557213047
GUCA1C,9,7.012975146198831
PDE2A,31,27.901770297948122
PDE1C,32,28.14653241615376
GUCA1B,11,8.299792333136365
PDE10A,28,26.80776904240349
GCH1,53,43.342601674594825
MOCS1,35,27.559603594647253
GCDH,18,15.682310902928887
ATP1B4,21,17.15747131119966
CHRNA1,54,32.75729993331548
ATP1B2,31,12.973665454181017
ATP1B3,29,11.697184640254878
TMEM8A,5,4.9345114345114345
LRRC30,4,4.0
ATP1B1,31,13.175046434892987
FXYD6,10,6.821706613642097
FXYD1,25,12.28926760661018
ATP1A4,27,10.285801229684404
ATP1A2,33,14.570471777380417
PAGE4,2,2.0
CLK2,14,13.562451143193064
HIPK1,8,7.849014370509216
GLRA2,9,5.918844618804523
GLRB,13,7.857196050393167
SCAF11,14,13.361078031293353
SUN2,61,35.097738235051494
SYCE3,50,29.07823272561019
SYNE2,59,34.53312485893725
OR6C2,15,14.835084645510221
FKBP6,65,38.68819303449085
NSMCE2,33,25.039965013693898
ACD,64,38.09786451081236
TERF1,80,49.84502552862949
SMC6,57,43.648069625274374
NSMCE1,16,11.64366004519321
MAU2,15,13.249265273696686
SYCE2,52,30.26618786457537
SMC5,84,58.999784480107415
SYCP3,60,35.31507023738606
TEX12,51,29.417590798630354
TERF2IP,67,40.03312327009413
SYNE1,59,33.61873091954331
NSMCE4A,21,15.097939248520513
POT1,68,40.73269800325143
NIPBL,65,53.12112706780788
SYCE1,52,30.907221948417952
SYCP2,57,33.18505723058085
STAG3,65,39.10204822420236
TINF2,71,43.31793377750815
SUN1,67,39.71732205857087
SYCP1,56,32.08327992382963
EID3,19,12.193704269710327
RAD21L1,25,20.82663142952713
SMC1B,73,44.99238930835094
TERF2,69,41.51637484195593
ATP11C,5,5.0
SRA1,27,22.938570302457595
F12,20,16.921062092173468
HFL3,5,3.5206355591311347
FKBP8,23,19.365306257490186
ABCD1,12,9.177452952080454
ACSBG1,19,13.353751298275228
SLC25A17,20,11.448152687781988
ABCD3,22,13.812880572155413
PEX5,37,20.639719086129162
ABCD2,8,6.3524748058958584
KCND1,11,10.36111111111111
KCNIP1,10,6.2101604278074864
KCNIP4,9,6.890686274509804
NCS1,12,11.785864331009696
KCNIP2,13,9.215888092758677
KCNIP3,11,11.0
VSNL1,4,4.0
UBL4A,29,25.11236703955966
ATXN1,15,14.074237010277242
MB21D1,12,10.584600884547532
SRPRB,118,69.64569008113561
RBMS1,22,19.556352719891805
HRSP12,11,10.013726221475952
PCSK1N,7,5.779504175391553
SCG5,11,9.14881234841295
RAB40AL,9,8.81177475558021
RPGRIP1,4,3.9003189792663475
FAM192A,16,9.521650502078261
FYCO1,8,7.9255589980213035
GPR50,2,1.9913413422793635
RP2,5,3.113533834586466
NPHP3,20,14.958678295597215
UNC119B,8,4.521650717703349
ARL3,11,8.458176691729324
PM20D2,5,5.0
CYS1,4,2.363533834586466
TCEAL1,5,3.111111111111111
MAGED2,70,34.1614115178154
VEGFB,85,44.42002666684424
VEGFC,107,59.55453255949545
SRGN,66,30.500956028350853
GTPBP2,66,30.56624333718724
MMP15,6,5.736490478281415
PDGFB,178,112.23579026892948
CFD,72,35.19853905689481
MMP17,5,4.8781027286346434
MMP10,15,12.949608774215639
LEFTY2,76,36.54067136618488
MMP12,15,14.562882705309484
MMP27,1,1.0
TMSB4X,73,36.81519008016872
A1BG,80,41.18934744083613
NHLRC2,72,33.13604938832366
FIGF,99,56.049662627473516
ISLR,64,28.59701256795647
SCCPDH,68,32.537311075419154
OLA1,75,39.20952670947689
MMP13,51,40.60196219831633
MMP20,16,12.843807900121849
TEX264,64,28.59701256795647
PCYOX1L,64,28.597012567956472
APOOL,78,35.93693989196994
SERPING1,82,41.066036460014764
TOR4A,64,28.59701256795647
FAM49B,66,30.520423484744
MMRN1,65,29.54727223844358
ITIH6,1,1.0
EVX2,3,1.6140350877192982
B3GALNT1,14,12.263351845045484
B4GALT6,36,28.52059742459943
HEXA,25,18.870084879002192
LCT,23,18.028213491153473
AKR1B10,37,28.46216915211204
SI,26,20.378236607155063
ABCB6,24,13.041435451783038
ABCD4,25,13.122251740778259
ABCB8,18,7.445969689496207
LHPP,31,20.366391861868934
ABCG5,29,16.175448189820123
ABCA2,19,8.307479524690255
ATP4B,8,6.937393515449178
ACE,30,26.210972536228866
ATP2A2,34,19.640965156821576
ABCG8,26,13.709456928284494
ENSP00000387760,27,23.407309935833112
CCL26,15,14.632541385636822
GHRL,45,39.37328733973876
FNDC3A,6,4.2408906882591095
FKRP,29,14.959033930612051
ASCL2,6,5.94489383215369
LRIG1,24,20.8875281372184
TREH,18,16.30488515895358
ZNF263,2,2.0
ZNF165,3,3.0
SPOCK3,6,5.33523486317604
OPTC,3,2.9011764705882355
HBEGF,58,43.725026190880214
TIMP4,9,8.455060426325474
ANGPT1,52,44.29533630873316
LGALS3,19,17.86558922597416
SCUBE3,2,1.9849604763371318
MMP16,7,5.098189036662128
LRWD1,10,8.508775012810808
REPIN1,10,8.543196119851308
C16orf70,2,2.0
BCAS3,5,5.0
CORO1A,14,13.032156674064042
LCP1,24,19.70091193197466
ARHGAP30,21,18.007987689426646
ARHGAP4,32,29.031942467363518
CORO1B,9,7.508774558774559
POC1B,5,4.7421875
CORO1C,11,8.796125761146135
MT4,3,2.8873626373626378
PGAM1,34,20.83873192970912
SH2D3A,7,4.8907907006147955
RANGRF,9,8.08865919530881
G3BP1,27,24.926029160242543
RANBP1,23,19.35226481745565
SPAG17,9,7.766666666666667
RGPD2,31,25.984432865177784
NUPL1,13,11.488228588467386
TNPO2,18,16.48242498430834
CBLN1,4,3.7846011554113668
GRID2,14,11.620745815105424
NRXN2,52,29.427245238927817
ARL2BP,10,6.3298213152493465
METTL6,14,6.3462593912685135
SNX20,13,6.673179868730195
GPATCH3,11,4.55799984455968
RSPRY1,14,6.391926230915633
EFCAB1,12,4.545772384761787
PLLP,3,3.0
PLP1,15,11.066822991822992
MYADM,2,2.0
CCL22,31,25.82427834106482
CCL24,19,16.969890808747916
CCL14,5,4.778138565726863
DHODH,22,20.053621133705896
HDDC2,1,1.0
CTPS1,65,52.7012323262576
SSBP1,28,25.014291489617946
CMPK1,16,13.574821012338857
GMPS,118,85.08661074028218
CCL17,34,29.334856050581504
IL33,31,25.65550581201368
GTF2A1L,25,21.96510606518632
NME2,74,58.12409023574349
ELOF1,8,7.897806393651684
PAXIP1,118,72.69330257291082
TBPL2,37,27.039603183300997
NME1-NME2,70,54.338001789719385
CTCF,89,67.82108775263049
MED14,93,43.6900435464042
HOXA2,52,42.90799366242981
ESRP2,26,23.119216981804893
TAF4B,52,35.23314873384894
RNGTT,33,29.065170101002437
MED6,91,42.7325718863689
PAX6,120,92.68359134497955
HOXA1,62,46.11271914996188
TAF3,63,43.4397232468779
TAF7L,53,35.46235761637079
NME6,52,33.28554910166399
MED21,89,40.91996651423315
HOXB2,48,38.67822668436516
MED7,84,38.21328734280783
CTPS2,45,36.33451257645955
MED26,80,35.90712991854514
TAF10,107,66.33163214731029
HOXD3,33,30.522922371673502
RNMT,44,37.06201197936652
MED31,88,40.059782947097084
TCEA3,24,22.020811906148175
ENSP00000330898,29,24.56298383008538
MAFB,57,42.51678371773741
TCEA2,32,26.07062452396186
HOXD1,36,32.880065228816356
TCEANC2,13,12.671439361098091
ENSP00000351218,30,26.64840407432353
HOXB3,69,45.56580842549716
POLR2J3,28,23.598698115799667
TAF9B,98,59.45847654735824
TAF1,93,61.03192137342821
TAF1L,58,38.14359244750714
HOXB1,67,45.113602638755225
GPN3,24,21.357845989060664
PKNOX1,65,45.038023892070754
ENSP00000378236,13,12.482211381785312
EGR2,75,51.75701183311135
KMT2C,113,64.92189921828924
ASH2L,138,75.6608170485356
POLR2M,18,15.457967733790905
NME4,51,34.3079247068078
TAF12,82,46.61409103860668
TAF2,70,41.76352989014813
HOXA3,57,41.0122502641226
NACC1,5,4.99639812199306
TBPL1,28,22.09668598099094
AK9,69,43.221196683100914
MED10,75,33.77623145484621
TCEANC,13,12.671439361098091
TAF4,98,59.4021728045813
TIAL1,56,48.97717702779752
TAF7,93,54.47337952733228
NPHS1,43,35.94982289131971
LLGL2,16,12.459203268666688
PARD3,48,38.93328776599664
KIRREL,34,30.903266884039038
INADL,19,16.401248461673056
PARD6G,16,12.764013499220798
PARD3B,8,6.222419939855269
LLGL1,15,12.19599136945675
PARD6B,17,13.579072063442954
ARHGEF18,34,29.713977644585174
CGN,26,22.09179147978483
CCDC113,8,5.083333333333333
LRRC23,3,2.607142857142857
ENKUR,4,3.49896978021978
LRRIQ1,3,2.130952380952381
TTC18,4,2.2142857142857144
WDR16,5,4.318884581778787
C4orf47,7,4.4
CFAP45,5,3.880952380952381
PRSS54,2,1.6041666666666665
OR5C1,17,14.668417978843555
C1orf167,4,0.875
NME3,47,32.182295221939164
BBS2,32,21.2899161155448
DCTPP1,28,22.777932175210072
DESI1,5,4.0
ENTPD2,40,31.485032157812377
BBS4,34,22.3923670582718
GUK1,50,39.01995721027306
HDDC3,48,39.05986736189132
TTC8,31,19.78529142104959
BBS9,30,19.94062765707998
NUDT16,34,23.853119252491144
NTPCR,37,26.149495647012877
BBS5,35,22.768421412738423
STAMBP,26,22.6814850919799
SETD6,4,3.968214446652765
SETD4,4,4.0
SGPP2,32,11.570421605097675
SAMD8,9,7.08185586343481
SGPP1,32,11.570421605097676
PLA2G6,47,34.69958455528059
GPCPD1,13,10.178921157137047
LYPLA1,27,21.133959960581727
PLA2G5,16,13.323438993720664
PLA2G2A,25,19.43988190446963
PLA2G4F,13,12.155461546840836
LPCAT3,33,22.056388030437123
PLA2G2F,16,13.880994395276993
PLA2G12B,23,19.53876915589381
FA2H,12,11.02597416569493
TMBIM6,3,2.0
SCD,28,23.568168122292125
AGMO,14,13.121097860858708
PANK2,16,12.992584084892961
CYB5R4,9,7.171839080459772
C19orf12,7,5.280805335968379
AWAT2,16,12.506171861059
PDIA2,7,6.809865472707636
GLYAT,21,14.43259388994811
TMEM106C,2,2.0
VPS18,36,22.33091559273234
DOCK11,19,13.058471474678337
GUCY2C,42,32.88056421676436
FLVCR2,16,10.21791659531323
TSHZ1,17,10.945601196544368
HSDL1,1,0.0
JPH3,1,0.0
FLCN,29,19.835262952111375
PRR5,22,17.119323461525756
AP1AR,4,4.0
DEPTOR,32,23.828039037333
EIF4EBP2,18,15.298975340380489
MAPKAP1,24,17.523131745727007
DDIT4,16,14.652170100473606
PKD1,27,19.294456624572703
SGK1,46,37.78017911737477
ZNF500,1,1.0
TAF9,99,67.59993339602694
CKMT1B,8,6.311371162637577
NT5M,52,29.844709038351862
CKMT1A,14,11.136889521885498
KLHDC8B,8,4.475519713261649
TMEM204,7,4.376825396825397
KBTBD12,9,5.350519713261649
ATXN3,29,25.496006173505876
RNF40,34,29.420880491346345
UBE4B,44,37.50567094246625
ESRRA,28,23.5913514435126
BAG3,29,22.540003841570307
MSX2,16,12.868593063529989
BAG2,24,16.639921235150513
PPARGC1B,42,33.850824763275135
TWIST1,40,33.82763554355968
NKX3-2,13,10.833549250596539
DLX6,10,8.120164052856202
TMEM189,7,6.957937485991913
DLX5,16,12.838029747033652
BAG5,19,15.280307848476076
MEFV,19,14.720636473018457
ZNF205,5,4.645833333333334
OR1F1,17,16.529529089954668
NLRP1,16,11.683806210483635
NLRP6,8,6.541008786552319
NLRP2,3,2.8499775078722447
CASP1,86,59.70488469823809
IL18,72,51.86330140977099
NLRP12,5,4.7932829403968364
AIM2,19,12.322925087582403
CIITA,87,37.48381488091929
NLRP7,5,4.664580569069733
NLRC4,29,19.925340487941927
CRYZL1,8,6.711093668236526
L3HYPDH,3,3.0
CAPN15,5,4.754822954822955
CAPNS2,19,8.64346753599878
CAST,27,14.141972977031184
AQP8,5,4.466666666666667
LCMT1,14,12.085980872825443
AQP10,7,4.280952380952381
LSP1,14,11.856025290053681
CDS2,37,24.06790269385864
PLCE1,63,51.20241486219496
MTMR2,18,15.507159722312238
PI4KB,60,43.97264309630494
PLCD1,52,36.853123899776996
CDS1,38,23.533043167917846
MTMR1,14,12.962118331623099
PI4K2B,28,21.029475274563175
NLRX1,10,9.50574826897928
PLCD4,46,33.864763434498286
CRLS1,14,11.117928626678626
PEMT,30,18.258349610110248
SARM1,11,9.938351759462149
TAMM41,6,5.5451522951522945
PGS1,6,4.99140349140349
GDE1,10,7.998054070112894
MTMR4,13,11.138883113450497
PLCZ1,42,35.93105086254785
SLC6A2,14,12.812405242275052
RSC1A1,6,5.40465037818159
DBH,19,15.585688692603803
SLC5A4,13,11.021490162312286
SCRT1,2,2.0
SLC5A2,11,10.593708901996264
KNOP1,1,1.0
DRG1,18,16.060607102687552
KANSL1,35,23.304344944997172
INO80C,45,29.47820019507432
ENSP00000467041,45,29.47820019507432
WBP2NL,2,2.0
TEX10,198,102.8724023176677
PHF20,41,29.753419974612736
LAS1L,160,95.51249969495814
SENP3,165,102.30112426210003
PELP1,175,112.77562985452491
AK6,81,46.713394437220764
AQP9,4,4.0
FCGR2B,41,36.868719879100084
TENC1,8,8.0
PTPN12,30,26.31839093087706
DOK1,49,40.376567508763415
DOK3,5,4.87605312669532
MARS,72,39.26498845993099
MARS2,40,19.245328673993956
RFX6,9,8.311724454009754
TNFSF4,16,13.027876290964208
ZNF644,4,4.0
SFTPC,23,14.760158695838804
SFTPB,22,13.80561324129335
ZFYVE20,18,15.780190247907601
KIF5C,24,21.562937083518534
TFB1M,17,13.750103090643371
TCP10L2,6,5.2445878798052705
STMN4,29,23.62921577404067
TUBA3D,17,16.003334573321347
TCP10,8,6.641225971850671
DNAJC17,8,7.692507003561348
RPUSD2,9,7.487640946124236
C12orf10,3,3.0
C1orf123,2,2.0
GCHFR,8,6.845054945054946
ARHGEF16,21,18.845859954063283
ARHGEF3,20,18.08884777422374
FGD4,22,18.850096892993747
ARHGEF17,20,18.08884777422374
ARHGAP9,20,18.016346566476223
TAGAP,23,21.088847774223733
ARHGEF4,24,21.229805439552443
ARHGEF6,69,50.640490572288
ARHGEF39,20,18.088847774223737
NET1,19,17.08884777422374
ARHGAP32,26,23.78609007271019
ARHGEF26,20,18.08884777422374
ARHGAP31,22,19.640657371429267
ARAP1,32,29.733212200926104
OBSCN,25,23.012363953451043
SYDE2,19,17.088847774223737
FGD3,25,20.04562323914804
SYDE1,20,18.088847774223737
ARAP2,29,26.759391353004414
MCF2L,21,19.042108643788957
ARHGAP11B,43,37.94622296382345
AKAP13,33,29.675408270743958
ARHGEF12,57,47.30257342680616
ABR,20,18.066291213628524
ARHGAP23,24,21.562531984750052
CHN2,21,19.08884777422374
MYO9A,26,22.474347339670487
OPHN1,23,20.703260885863617
ARHGAP25,20,18.088847774223737
ARHGAP15,22,19.08884777422374
ARHGAP22,20,17.918291542477732
ARHGAP33,20,18.088847774223744
ARHGEF37,19,17.08884777422374
ARHGEF11,37,29.811690259541862
ARHGEF38,20,18.088847774223737
ARHGAP42,19,17.08884777422374
ARHGAP12,21,18.97056249240098
DEPDC1B,26,24.017274465306095
SRGAP3,37,28.04424387057764
PLEKHG2,20,18.07724748117505
ARHGAP24,21,19.04226249619007
ARHGEF10,20,18.088847774223737
ARHGAP10,30,26.046256232863314
ARAP3,24,22.016160140257263
ARHGEF40,22,17.62479100229485
PREX1,33,30.225960552212005
FGD1,23,20.10158229062814
MCF2,20,18.016346566476223
FGD2,19,17.08884777422374
ARHGAP44,25,21.26603354939256
PLEKHG5,22,20.088847774223737
ARHGAP19,19,17.08884777422374
ARHGEF2,32,28.929534078313143
ARHGEF10L,19,17.08884777422374
ARHGAP26,26,22.201627222055276
ARHGAP39,21,18.927329036006753
ARHGAP6,28,25.83353880032233
ARHGAP20,24,21.95450197983122
ARHGEF15,24,20.90625213538937
ARHGAP29,23,20.836216195276375
FAM13A,24,21.983292218668186
RASGRF2,43,36.67512378969775
ARHGEF19,20,17.89260723279826
ARHGAP21,24,22.082450456007614
ARHGEF33,19,17.088847774223737
DEPDC7,24,21.332998132407376
ARHGAP35,45,39.85642508620397
SRGAP2,39,28.673749765718195
ARHGAP17,33,28.16942239145572
ARHGAP36,19,17.08884777422374
SRGAP1,28,23.222990940739713
ARHGAP27,20,18.080962217064815
ARHGEF1,57,48.26005522606864
CCZ1,16,12.294840042391963
VPS8,21,14.261218247223457
TECPR2,3,2.775900621118012
CCZ1B,11,8.782889462225507
VIPAS39,10,6.970493298048536
PGC,4,3.9610013175230567
ENSP00000450614,7,6.533140456293152
MON1A,20,14.128171783947932
VPS39,31,20.96316540934003
VPS16,26,16.17370450509618
MON1B,20,14.221486319148951
VPS45,47,34.53744531647559
VPS41,24,16.950218103837667
VPS11,28,15.948996883072594
BLOC1S6,54,28.515257651628755
SNAPIN,71,34.65761987247964
HPS5,14,7.37375309818226
CPD,51,27.645599175518637
BLOC1S4,53,28.74453629683465
HPS3,14,7.185504268052851
HPS4,20,12.196267225687748
BLOC1S2,32,17.688067492127267
SNX2,70,40.12657350840939
BLOC1S1,19,7.1828007115519075
SNX5,67,35.869388073326796
HPS6,14,7.373753098182259
TBC1D8B,54,29.39478115705911
HPS1,20,12.408807553792865
TPD52L1,50,26.665599175518636
BLOC1S3,52,26.901307537194803
BLOC1S5,18,9.801433694840762
DTNBP1,65,38.17081947709119
RT14,18,7.064491009653294
EXTL1,2,1.7666666666666666
C17orf85,19,15.815241148867107
LRRK2,63,57.30767655730318
XPO5,27,23.609128171430502
DCP2,63,48.581383955663824
TNRC6B,120,76.85749839385922
HENMT1,20,9.150837767092035
FAM103A1,12,9.596573022286254
XRN1,75,56.028784926289624
EIF4E1B,29,22.40818570822991
GREB1,37,31.088507879986388
EIF4E2,34,26.690665740819117
TNRC6C,131,86.52162788696108
TNRC6A,134,88.56985824898092
DDX3X,38,35.06259043534707
RBM4,13,12.833239546147034
PARN,36,31.277780367018323
PASK,11,10.662104394610367
DCP1A,162,94.85282440950894
EIF4E3,25,19.56950699289652
TSN,12,10.56481446215718
TG,18,16.09733573467831
ASGR1,5,4.275585072738773
PAX8,19,16.149472125022545
SLC5A5,5,4.684534759358289
MB,13,12.189849435683143
TPO,12,10.038073515100232
C6orf15,4,3.92602495543672
ASGR2,8,6.588983426884156
DIO2,20,18.608083482671745
BRF1,33,18.737189238045197
GTF3C5,33,20.227274823224523
GTF3C1,33,20.297782660666012
GTF3C6,32,19.40237024303571
GTF3C4,29,16.518134978511025
GTF3C2,29,16.692370434716175
GTF3C3,34,21.158863184785385
ZFAND1,2,2.0
ZFAND4,13,11.550220194347492
RP1,1,1.0
CARD6,3,3.0
ECI1,9,8.118005223923435
GMPR,36,23.6135310392296
OSGIN2,4,4.0
FMO1,4,3.9196770491011685
DUOX2,9,7.777023047586997
FMO3,5,4.9196770491011685
CBR1,25,21.039852661721476
DUOX1,11,9.435374460647596
NOX1,15,11.6868855085034
PGD,34,26.126809669714437
NNT,14,9.422468792024551
CLIC1,14,12.731738145481748
NOX5,8,6.453321825099749
REN,33,29.106167714261748
GLIS3,5,4.817517831943954
SFRP1,33,17.730078543186135
WNT10A,43,17.021742465685286
WNT6,44,15.72724563070278
WNT10B,47,18.160010032448653
WNT2B,47,17.32927546627337
WNT2,57,24.57406109899146
WNT9B,49,20.989307311169675
DKK1,45,24.537374805314972
WNT9A,49,18.65119079997044
WNT7B,44,15.485256887272762
WNT7A,47,17.716555128192415
WNT16,43,15.667514158466721
DKK2,16,9.801060903490853
DKK3,11,8.721279033784485
WIF1,35,16.815217618105642
WNT3,52,21.90631547025221
SERPINI1,4,3.9575172413793105
TSPAN33,3,2.9575172413793105
LRP1,48,42.023092235498396
LOXHD1,4,1.9838709677419355
PDGFD,23,20.78884656170215
SERPINE2,21,18.167612407794866
S100A10,19,16.632282386479893
SERPINB2,14,12.691346379063988
DKK4,12,8.198959594505045
KREMEN1,14,9.460274631107437
